Key: 006ONDhLV6, Value: value8334, Extra: extra8334, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m51s, FileName: data.txt, Offset: 833400, Size: 100
Key: 8Q8jJRPMWz, Value: value4209, Extra: extra4209, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 53m19s, FileName: data.txt, Offset: 420900, Size: 100
Key: 8QAMSEJfzG, Value: value5231, Extra: extra5231, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 45m29s, FileName: data.txt, Offset: 523100, Size: 100
Key: 8QDpOSBuuz, Value: value6141, Extra: extra6141, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 7m1s, FileName: data.txt, Offset: 614100, Size: 100
Key: 8QUBFytfpF, Value: value383, Extra: extra383, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 31m30s, FileName: data.txt, Offset: 38300, Size: 100
Key: 8QXyt3rnqW, Value: value1118, Extra: extra1118, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m58s, FileName: data.txt, Offset: 111800, Size: 100
Key: 8QpWXGtGir, Value: value3192, Extra: extra3192, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m4s, FileName: data.txt, Offset: 319200, Size: 100
Key: 8QwTeIMg4a, Value: value2163, Extra: extra2163, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m8s, FileName: data.txt, Offset: 216300, Size: 100
Key: 8R6KOCPcHv, Value: value8991, Extra: extra8991, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m45s, FileName: data.txt, Offset: 899100, Size: 100
Key: 8RWoY6m9Gd, Value: value6486, Extra: extra6486, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 44m51s, FileName: data.txt, Offset: 648600, Size: 100
Key: 8RaceOd0mh, Value: value4717, Extra: extra4717, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m45s, FileName: data.txt, Offset: 471700, Size: 100
Key: 8RcO1MtPxs, Value: value2062, Extra: extra2062, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m7s, FileName: data.txt, Offset: 206200, Size: 100
Key: 8SFOjonM1p, Value: value8097, Extra: extra8097, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 12m52s, FileName: data.txt, Offset: 809700, Size: 100
Key: 8SQ7AvUy7c, Value: value3270, Extra: extra3270, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m38s, FileName: data.txt, Offset: 327000, Size: 100
Key: 8UEveNtPUx, Value: value3238, Extra: extra3238, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m13s, FileName: data.txt, Offset: 323800, Size: 100
Key: 8UTBklXCZ3, Value: value3981, Extra: extra3981, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 43m30s, FileName: data.txt, Offset: 398100, Size: 100
Key: 8UhFoS8H6z, Value: value5460, Extra: extra5460, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 33m50s, FileName: data.txt, Offset: 546000, Size: 100
Key: 8V5pO8k7OR, Value: value9964, Extra: extra9964, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m22s, FileName: data.txt, Offset: 996400, Size: 100
Key: 8V6cdlNJ1t, Value: value3140, Extra: extra3140, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m32s, FileName: data.txt, Offset: 314000, Size: 100
Key: 8V6wb7LxbN, Value: value1690, Extra: extra1690, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m21s, FileName: data.txt, Offset: 169000, Size: 100
Key: 8VqtwceQQe, Value: value373, Extra: extra373, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 36s, FileName: data.txt, Offset: 37300, Size: 100
Key: 8W3uxkpWyQ, Value: value9914, Extra: extra9914, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m55s, FileName: data.txt, Offset: 991400, Size: 100
Key: 8WMQMIb9Mr, Value: value7510, Extra: extra7510, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 55m7s, FileName: data.txt, Offset: 751000, Size: 100
Key: 8WZejSq9f2, Value: value7862, Extra: extra7862, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m19s, FileName: data.txt, Offset: 786200, Size: 100
Key: 8WagEiXH0o, Value: value7184, Extra: extra7184, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m57s, FileName: data.txt, Offset: 718400, Size: 100
Key: 8XVzzICc3S, Value: value7459, Extra: extra7459, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m40s, FileName: data.txt, Offset: 745900, Size: 100
Key: 8YkA0n92h6, Value: value868, Extra: extra868, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 54m19s, FileName: data.txt, Offset: 86800, Size: 100
Key: 8Yq4CD1Lv9, Value: value583, Extra: extra583, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 26m48s, FileName: data.txt, Offset: 58300, Size: 100
Key: 8ZkkKcLHRl, Value: value7463, Extra: extra7463, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m39s, FileName: data.txt, Offset: 746300, Size: 100
Key: 8ZvGGjoK9z, Value: value8697, Extra: extra8697, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m10s, FileName: data.txt, Offset: 869700, Size: 100
Key: 8a722qyD7x, Value: value2777, Extra: extra2777, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 7m22s, FileName: data.txt, Offset: 277700, Size: 100
Key: 8asJ8udsls, Value: value7008, Extra: extra7008, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m54s, FileName: data.txt, Offset: 700800, Size: 100
Key: 8b0AXPUZVg, Value: value4522, Extra: extra4522, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42s, FileName: data.txt, Offset: 452200, Size: 100
Key: 8bCtzLEoZo, Value: value3284, Extra: extra3284, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 56m3s, FileName: data.txt, Offset: 328400, Size: 100
Key: 8bShrbOBl6, Value: value7739, Extra: extra7739, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 28m12s, FileName: data.txt, Offset: 773900, Size: 100
Key: 8bt4rl83Oh, Value: value8974, Extra: extra8974, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m55s, FileName: data.txt, Offset: 897400, Size: 100
Key: 8bzFVop1AC, Value: value2177, Extra: extra2177, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 58m56s, FileName: data.txt, Offset: 217700, Size: 100
Key: 8cNZtwTYwq, Value: value4144, Extra: extra4144, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m37s, FileName: data.txt, Offset: 414400, Size: 100
Key: 8cTD2BwG25, Value: value8267, Extra: extra8267, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 33m12s, FileName: data.txt, Offset: 826700, Size: 100
Key: 8czYTdpxQZ, Value: value3958, Extra: extra3958, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m46s, FileName: data.txt, Offset: 395800, Size: 100
Key: 8dAZyMmpgB, Value: value5306, Extra: extra5306, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 4m30s, FileName: data.txt, Offset: 530600, Size: 100
Key: 8eOit0GWGN, Value: value3337, Extra: extra3337, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m16s, FileName: data.txt, Offset: 333700, Size: 100
Key: 8fMa8yXB7V, Value: value3077, Extra: extra3077, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m59s, FileName: data.txt, Offset: 307700, Size: 100
Key: 8fkoFHchxr, Value: value7028, Extra: extra7028, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 22m31s, FileName: data.txt, Offset: 702800, Size: 100
Key: 8gHdQ0caIS, Value: value1993, Extra: extra1993, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8s, FileName: data.txt, Offset: 199300, Size: 100
Key: 8hPWlpCxTs, Value: value5264, Extra: extra5264, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 52m9s, FileName: data.txt, Offset: 526400, Size: 100
Key: 8hZfy20j6k, Value: value1731, Extra: extra1731, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 30m6s, FileName: data.txt, Offset: 173100, Size: 100
Key: 8hbnVoBtP7, Value: value6502, Extra: extra6502, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 13m45s, FileName: data.txt, Offset: 650200, Size: 100
Key: 8hkRtw9ik5, Value: value990, Extra: extra990, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 34m56s, FileName: data.txt, Offset: 99000, Size: 100
Key: 8hyfnvG1C8, Value: value3810, Extra: extra3810, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m42s, FileName: data.txt, Offset: 381000, Size: 100
Key: 8iRUjr5drE, Value: value9864, Extra: extra9864, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 37m21s, FileName: data.txt, Offset: 986400, Size: 100
Key: 8ih3J4RmeW, Value: value9170, Extra: extra9170, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 12m10s, FileName: data.txt, Offset: 917000, Size: 100
Key: 8iii4w6VPD, Value: value4362, Extra: extra4362, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m10s, FileName: data.txt, Offset: 436200, Size: 100
Key: 8ijAVsQInj, Value: value2984, Extra: extra2984, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 45m49s, FileName: data.txt, Offset: 298400, Size: 100
Key: 8ilHefDD1c, Value: value3748, Extra: extra3748, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 7m48s, FileName: data.txt, Offset: 374800, Size: 100
Key: 8kWQTHql4y, Value: value3418, Extra: extra3418, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 31m43s, FileName: data.txt, Offset: 341800, Size: 100
Key: 8kiCriOjyv, Value: value1657, Extra: extra1657, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 58m55s, FileName: data.txt, Offset: 165700, Size: 100
Key: 8kpjNNQsLd, Value: value7483, Extra: extra7483, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m15s, FileName: data.txt, Offset: 748300, Size: 100
Key: 8lAFtt9ex7, Value: value6482, Extra: extra6482, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 32m58s, FileName: data.txt, Offset: 648200, Size: 100
Key: 8m1YOun7Gj, Value: value7327, Extra: extra7327, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 51m50s, FileName: data.txt, Offset: 732700, Size: 100
Key: 8mXPCFdO59, Value: value7884, Extra: extra7884, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 49m40s, FileName: data.txt, Offset: 788400, Size: 100
Key: 8mhnHyiBIM, Value: value970, Extra: extra970, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 3m55s, FileName: data.txt, Offset: 97000, Size: 100
Key: 8n2N1wK6lb, Value: value4319, Extra: extra4319, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 52m18s, FileName: data.txt, Offset: 431900, Size: 100
Key: 8nQaJ9Shyt, Value: value1729, Extra: extra1729, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 48m30s, FileName: data.txt, Offset: 172900, Size: 100
Key: 8omjLdPlIQ, Value: value6649, Extra: extra6649, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 40m17s, FileName: data.txt, Offset: 664900, Size: 100
Key: 8q1xBGdZjA, Value: value2734, Extra: extra2734, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 11m23s, FileName: data.txt, Offset: 273400, Size: 100
Key: 8qzZWbbEr3, Value: value181, Extra: extra181, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 51s, FileName: data.txt, Offset: 18100, Size: 100
Key: 8rtSkr86L6, Value: value8878, Extra: extra8878, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 31m43s, FileName: data.txt, Offset: 887800, Size: 100
Key: 8sPaT4jpNZ, Value: value9768, Extra: extra9768, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 13m58s, FileName: data.txt, Offset: 976800, Size: 100
Key: 8sSq02zTuB, Value: value8156, Extra: extra8156, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m57s, FileName: data.txt, Offset: 815600, Size: 100
Key: 8stRRq8YSv, Value: value1502, Extra: extra1502, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m24s, FileName: data.txt, Offset: 150200, Size: 100
Key: 8stw6JC28M, Value: value2412, Extra: extra2412, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 56m44s, FileName: data.txt, Offset: 241200, Size: 100
Key: 8tEaKCAiIW, Value: value4818, Extra: extra4818, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m43s, FileName: data.txt, Offset: 481800, Size: 100
Key: 8tawa2DJiu, Value: value1744, Extra: extra1744, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 30m58s, FileName: data.txt, Offset: 174400, Size: 100
Key: 8ukunx2k78, Value: value400, Extra: extra400, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 25m17s, FileName: data.txt, Offset: 40000, Size: 100
Key: 8urLYEVsdK, Value: value7791, Extra: extra7791, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 23m59s, FileName: data.txt, Offset: 779100, Size: 100
Key: 8vUAqWbwwt, Value: value7389, Extra: extra7389, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m12s, FileName: data.txt, Offset: 738900, Size: 100
Key: 8wCXq788ci, Value: value2032, Extra: extra2032, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 43m56s, FileName: data.txt, Offset: 203200, Size: 100
Key: 8x6Harcubw, Value: value7840, Extra: extra7840, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m15s, FileName: data.txt, Offset: 784000, Size: 100
Key: 8xSXh6GGiS, Value: value8389, Extra: extra8389, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m40s, FileName: data.txt, Offset: 838900, Size: 100
Key: 8xnJFaKns2, Value: value9799, Extra: extra9799, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 55m22s, FileName: data.txt, Offset: 979900, Size: 100
Key: 8xoIJ8GiIv, Value: value3828, Extra: extra3828, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 21m1s, FileName: data.txt, Offset: 382800, Size: 100
Key: 8yRoJwMNo0, Value: value342, Extra: extra342, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 3m58s, FileName: data.txt, Offset: 34200, Size: 100
Key: 8yuKy5LTzz, Value: value9286, Extra: extra9286, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 6m36s, FileName: data.txt, Offset: 928600, Size: 100
Key: 8z1BPE1u5k, Value: value4540, Extra: extra4540, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m4s, FileName: data.txt, Offset: 454000, Size: 100
Key: 90klBhhtpJ, Value: value8710, Extra: extra8710, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 21m18s, FileName: data.txt, Offset: 871000, Size: 100
Key: 90t5AdJwTb, Value: value4804, Extra: extra4804, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m26s, FileName: data.txt, Offset: 480400, Size: 100
Key: 91E39PyVY7, Value: value7556, Extra: extra7556, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 3m22s, FileName: data.txt, Offset: 755600, Size: 100
Key: 91Sh2bw0by, Value: value5290, Extra: extra5290, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 50m17s, FileName: data.txt, Offset: 529000, Size: 100
Key: 91bnw2KWDU, Value: value4922, Extra: extra4922, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 40m22s, FileName: data.txt, Offset: 492200, Size: 100
Key: 922iE1SW35, Value: value2620, Extra: extra2620, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 28m29s, FileName: data.txt, Offset: 262000, Size: 100
Key: 928q1y9LTh, Value: value7082, Extra: extra7082, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 32m31s, FileName: data.txt, Offset: 708200, Size: 100
Key: 93G6BQfX0l, Value: value1104, Extra: extra1104, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 6m50s, FileName: data.txt, Offset: 110400, Size: 100
Key: 93PoDe1K80, Value: value9498, Extra: extra9498, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m0s, FileName: data.txt, Offset: 949800, Size: 100
Key: 949xyfRBy4, Value: value2092, Extra: extra2092, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m15s, FileName: data.txt, Offset: 209200, Size: 100
Key: 94kmVb7S3t, Value: value1035, Extra: extra1035, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 31m44s, FileName: data.txt, Offset: 103500, Size: 100
Key: 95PDrghRrd, Value: value9872, Extra: extra9872, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m14s, FileName: data.txt, Offset: 987200, Size: 100
Key: 95SdATkt5G, Value: value4243, Extra: extra4243, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m10s, FileName: data.txt, Offset: 424300, Size: 100
Key: 96BUc5sJCu, Value: value38, Extra: extra38, KeySize: 5, ValueSize: 7, ExtraSize: 7, TTL: 53m9s, FileName: data.txt, Offset: 3800, Size: 100
Key: 96YITXgynS, Value: value3552, Extra: extra3552, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m18s, FileName: data.txt, Offset: 355200, Size: 100
Key: 96keNgwqoG, Value: value485, Extra: extra485, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 24m5s, FileName: data.txt, Offset: 48500, Size: 100
Key: 975H0QN3kt, Value: value6571, Extra: extra6571, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m20s, FileName: data.txt, Offset: 657100, Size: 100
Key: 97wnwxJJw9, Value: value3392, Extra: extra3392, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m28s, FileName: data.txt, Offset: 339200, Size: 100
Key: 987O3YzXcB, Value: value4859, Extra: extra4859, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 31m30s, FileName: data.txt, Offset: 485900, Size: 100
Key: 98L1vLVMK0, Value: value1815, Extra: extra1815, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m54s, FileName: data.txt, Offset: 181500, Size: 100
Key: 98mQCdwtPQ, Value: value6960, Extra: extra6960, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 48m7s, FileName: data.txt, Offset: 696000, Size: 100
Key: 997iJmkugS, Value: value1539, Extra: extra1539, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m33s, FileName: data.txt, Offset: 153900, Size: 100
Key: 997mTCbV8p, Value: value8501, Extra: extra8501, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 22m33s, FileName: data.txt, Offset: 850100, Size: 100
Key: 9ASkMedChD, Value: value5854, Extra: extra5854, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m31s, FileName: data.txt, Offset: 585400, Size: 100
Key: 9AyIqIzMEX, Value: value8179, Extra: extra8179, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 14m44s, FileName: data.txt, Offset: 817900, Size: 100
Key: 9BkoqnXYNb, Value: value759, Extra: extra759, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 9m27s, FileName: data.txt, Offset: 75900, Size: 100
Key: 9CDjKkcoIP, Value: value9140, Extra: extra9140, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 59m21s, FileName: data.txt, Offset: 914000, Size: 100
Key: 9CqG1Hx3e4, Value: value4149, Extra: extra4149, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m37s, FileName: data.txt, Offset: 414900, Size: 100
Key: 9DXYKpM9RA, Value: value5166, Extra: extra5166, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 51m35s, FileName: data.txt, Offset: 516600, Size: 100
Key: 9DrrHg8ZV1, Value: value7326, Extra: extra7326, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 48m24s, FileName: data.txt, Offset: 732600, Size: 100
Key: 9DxXhwsViC, Value: value2290, Extra: extra2290, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 24m27s, FileName: data.txt, Offset: 229000, Size: 100
Key: 9EDj4SsRae, Value: value6303, Extra: extra6303, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 58m13s, FileName: data.txt, Offset: 630300, Size: 100
Key: 9F7uP4t8k4, Value: value4871, Extra: extra4871, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 40m7s, FileName: data.txt, Offset: 487100, Size: 100
Key: 9FtZCeEkdN, Value: value284, Extra: extra284, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 20m30s, FileName: data.txt, Offset: 28400, Size: 100
Key: 9G8ofMEdnQ, Value: value31, Extra: extra31, KeySize: 5, ValueSize: 7, ExtraSize: 7, TTL: 54m28s, FileName: data.txt, Offset: 3100, Size: 100
Key: 9GF5D3lwxv, Value: value9167, Extra: extra9167, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m30s, FileName: data.txt, Offset: 916700, Size: 100
Key: 9GdOamUrUF, Value: value8188, Extra: extra8188, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m5s, FileName: data.txt, Offset: 818800, Size: 100
Key: 9HERI20FKW, Value: value5075, Extra: extra5075, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 51m15s, FileName: data.txt, Offset: 507500, Size: 100
Key: 9HQjNJpQL4, Value: value4107, Extra: extra4107, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 53m8s, FileName: data.txt, Offset: 410700, Size: 100
Key: 9Hdf0bs5wg, Value: value8531, Extra: extra8531, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m13s, FileName: data.txt, Offset: 853100, Size: 100
Key: 9I7xq7kayp, Value: value6343, Extra: extra6343, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m35s, FileName: data.txt, Offset: 634300, Size: 100
Key: 9IDXGb9Byl, Value: value108, Extra: extra108, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 56m21s, FileName: data.txt, Offset: 10800, Size: 100
Key: 9IJLqhZf8O, Value: value5904, Extra: extra5904, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m24s, FileName: data.txt, Offset: 590400, Size: 100
Key: 9IZFRL9SEP, Value: value2298, Extra: extra2298, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 26m5s, FileName: data.txt, Offset: 229800, Size: 100
Key: 9Ibv0oSoij, Value: value8573, Extra: extra8573, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m40s, FileName: data.txt, Offset: 857300, Size: 100
Key: 9JJXJdP34M, Value: value8902, Extra: extra8902, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m35s, FileName: data.txt, Offset: 890200, Size: 100
Key: 9KI50jlNbK, Value: value5472, Extra: extra5472, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m9s, FileName: data.txt, Offset: 547200, Size: 100
Key: 9KVrClhf9Z, Value: value2563, Extra: extra2563, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 12m20s, FileName: data.txt, Offset: 256300, Size: 100
Key: 9L8FlOdoNk, Value: value5382, Extra: extra5382, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 51m41s, FileName: data.txt, Offset: 538200, Size: 100
Key: 9L8Og8Sour, Value: value3422, Extra: extra3422, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m40s, FileName: data.txt, Offset: 342200, Size: 100
Key: 9LZIJLe1lf, Value: value2521, Extra: extra2521, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m15s, FileName: data.txt, Offset: 252100, Size: 100
Key: 9LiP0xpa8O, Value: value7869, Extra: extra7869, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 6m0s, FileName: data.txt, Offset: 786900, Size: 100
Key: 9LiSC5iHPr, Value: value2313, Extra: extra2313, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 4m27s, FileName: data.txt, Offset: 231300, Size: 100
Key: 9MChDoLucy, Value: value3078, Extra: extra3078, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 12m29s, FileName: data.txt, Offset: 307800, Size: 100
Key: 9MRFB6LBkh, Value: value5987, Extra: extra5987, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 33m11s, FileName: data.txt, Offset: 598700, Size: 100
Key: 9MtdEClYtW, Value: value3360, Extra: extra3360, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m36s, FileName: data.txt, Offset: 336000, Size: 100
Key: 9MvkqY736G, Value: value4902, Extra: extra4902, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m52s, FileName: data.txt, Offset: 490200, Size: 100
Key: 9NUANUIXVQ, Value: value954, Extra: extra954, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 55m33s, FileName: data.txt, Offset: 95400, Size: 100
Key: 9NhZjRCrms, Value: value7749, Extra: extra7749, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m30s, FileName: data.txt, Offset: 774900, Size: 100
Key: 9Nl8OlCqx8, Value: value2104, Extra: extra2104, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m3s, FileName: data.txt, Offset: 210400, Size: 100
Key: 9ObYlUXjql, Value: value7580, Extra: extra7580, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m37s, FileName: data.txt, Offset: 758000, Size: 100
